1.8	1.21739
1.82	1.20435
1.84	1.1913
1.86	1.17826
1.88	1.16522
1.9	1.15217
1.92	1.13913
1.94	1.12609
1.96	1.11304
1.98	1.1
2	1.08696
2.02	1.07826
2.04	1.06957
2.06	1.06087
2.08	1.05217
2.1	1.04348
2.12	1.03478
2.14	1.02609
2.16	1.01739
2.18	1.0087
2.2	1
2.22	0.9913
2.24	0.98261
2.26	0.97391
2.28	0.96522
2.3	0.95652
2.32	0.94783
2.34	0.93913
2.36	0.93043
2.38	0.92174
2.4	0.91304
2.42	0.90435
2.44	0.89565
2.46	0.88696
2.48	0.87826
2.5	0.86957
2.52	0.86087
2.54	0.85217
2.56	0.84348
2.58	0.83478
2.6	0.82609
2.62	0.81957
2.64	0.81304
2.66	0.80652
2.68	0.8
2.7	0.79348
2.72	0.78696
2.74	0.78043
2.76	0.77391
2.78	0.76739
2.8	0.76087
2.82	0.75652
2.84	0.75217
2.86	0.74783
2.88	0.74348
2.9	0.73913
2.92	0.73478
2.94	0.73043
2.96	0.72609
2.98	0.72174
3	0.71739
3.02	0.71304
3.04	0.7087
3.06	0.70435
3.08	0.7
3.1	0.69565
3.12	0.6913
3.14	0.68696
3.16	0.68261
3.18	0.67826
3.2	0.67391
3.22	0.66957
3.24	0.66522
3.26	0.66087
3.28	0.65652
3.3	0.65217
3.32	0.64783
3.34	0.64348
3.36	0.63913
3.38	0.63478
3.4	0.63043
3.42	0.62717
3.44	0.62391
3.46	0.62065
3.48	0.61739
3.5	0.61413
3.52	0.61087
3.54	0.60761
3.56	0.60435
3.58	0.60109
3.6	0.59783
3.62	0.59457
3.64	0.5913
3.66	0.58804
3.68	0.58478
3.7	0.58152
3.72	0.57826
3.74	0.575
3.76	0.57174
3.78	0.56848
3.8	0.56522
3.82	0.56304
3.84	0.56087
3.86	0.5587
3.88	0.55652
3.9	0.55435
3.92	0.55217
3.94	0.55
3.96	0.54783
3.98	0.54565
4	0.54348
4.02	0.5413
4.04	0.53913
4.06	0.53696
4.08	0.53478
4.1	0.53261
4.12	0.53043
4.14	0.52826
4.16	0.52609
4.18	0.52391
4.2	0.52174
4.22	0.51957
4.24	0.51739
4.26	0.51522
4.28	0.51304
4.3	0.51087
4.32	0.5087
4.34	0.50652
4.36	0.50435
4.38	0.50217
4.4	0.5
4.42	0.49783
4.44	0.49565
4.46	0.49348
4.48	0.4913
4.5	0.48913
4.52	0.48696
4.54	0.48478
4.56	0.48261
4.58	0.48043
4.6	0.47826
4.62	0.47609
4.64	0.47391
4.66	0.47174
4.68	0.46957
4.7	0.46739
4.72	0.46522
4.74	0.46304
4.76	0.46087
4.78	0.4587
4.8	0.45652
4.82	0.45435
4.84	0.45217
4.86	0.45
4.88	0.44783
4.9	0.44565
4.92	0.44348
4.94	0.4413
4.96	0.43913
4.98	0.43696
5	0.43478
5.02	0.43261
5.04	0.43043
5.06	0.42826
5.08	0.42609
5.1	0.42391
5.12	0.42174
5.14	0.41957
5.16	0.41739
5.18	0.41522
5.2	0.41304
5.22	0.41087
5.24	0.4087
5.26	0.40652
5.28	0.40435
5.3	0.40217
5.32	0.4
5.34	0.39783
5.36	0.39565
5.38	0.39348
5.4	0.3913
5.42	0.38913
5.44	0.38696
5.46	0.38478
5.48	0.38261
5.5	0.38043
5.52	0.37826
5.54	0.37609
5.56	0.37391
5.58	0.37174
5.6	0.36957
5.62	0.36739
5.64	0.36522
5.66	0.36304
5.68	0.36087
5.7	0.3587
5.72	0.35652
5.74	0.35435
5.76	0.35217
5.78	0.35
5.8	0.34783
5.82	0.34565
5.84	0.34348
5.86	0.3413
5.88	0.33913
5.9	0.33696
5.92	0.33478
5.94	0.33261
5.96	0.33043
5.98	0.32826
6	0.32609
6.02	0.32391
6.04	0.32174
6.06	0.31957
6.08	0.31739
6.1	0.31522
6.12	0.31304
6.14	0.31087
6.16	0.3087
6.18	0.30652
6.2	0.30435
6.22	0.30217
6.24	0.3
6.26	0.29783
6.28	0.29565
6.3	0.29348
6.32	0.2913
6.34	0.28913
6.36	0.28696
6.38	0.28478
6.4	0.28261
6.42	0.28043
6.44	0.27826
6.46	0.27609
6.48	0.27391
6.5	0.27174
6.52	0.26957
6.54	0.26739
6.56	0.26522
6.58	0.26304
6.6	0.26087
6.62	0.2587
6.64	0.25652
6.66	0.25435
6.68	0.25217
6.7	0.25
6.72	0.24783
6.74	0.24565
6.76	0.24348
6.78	0.2413
6.8	0.23913
